TheDate,TheDay,TheDaySuffix,TheDayName,TheDayOfWeek,TheDayOfWeekInMonth,TheDayOfYear,IsWeekend,TheWeek,TheISOweek,TheFirstOfWeek,TheLastOfWeek,TheWeekOfMonth,TheMonth,TheMonthName,TheFirstOfMonth,TheLastOfMonth,TheFirstOfNextMonth,TheLastOfNextMonth,TheQuarter,TheFirstOfQuarter,TheLastOfQuarter,TheYear,TheISOYear,TheFirstOfYear,TheLastOfYear,IsLeapYear,Has53Weeks,Has53ISOWeeks,MMYYYY,Style101,Style103,Style112,Style120
2016-02-15,15,th,Monday,2,3,46,0,8,7,2016-02-14,2016-02-20,3,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/15/2016,15/02/2016,20160215,2016-02-15
2016-02-16,16,th,Tuesday,3,3,47,0,8,7,2016-02-14,2016-02-20,3,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/16/2016,16/02/2016,20160216,2016-02-16
2016-02-17,17,th,Wednesday,4,3,48,0,8,7,2016-02-14,2016-02-20,3,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/17/2016,17/02/2016,20160217,2016-02-17
2016-02-18,18,th,Thursday,5,3,49,0,8,7,2016-02-14,2016-02-20,3,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/18/2016,18/02/2016,20160218,2016-02-18
2016-02-19,19,th,Friday,6,3,50,0,8,7,2016-02-14,2016-02-20,3,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/19/2016,19/02/2016,20160219,2016-02-19
2016-02-20,20,th,Saturday,7,3,51,1,8,7,2016-02-14,2016-02-20,3,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/20/2016,20/02/2016,20160220,2016-02-20
2016-02-21,21,st,Sunday,1,3,52,1,9,7,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/21/2016,21/02/2016,20160221,2016-02-21
2016-02-22,22,nd,Monday,2,4,53,0,9,8,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/22/2016,22/02/2016,20160222,2016-02-22
2016-02-23,23,rd,Tuesday,3,4,54,0,9,8,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/23/2016,23/02/2016,20160223,2016-02-23
2016-02-24,24,th,Wednesday,4,4,55,0,9,8,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/24/2016,24/02/2016,20160224,2016-02-24
2016-02-25,25,th,Thursday,5,4,56,0,9,8,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/25/2016,25/02/2016,20160225,2016-02-25
2016-02-26,26,th,Friday,6,4,57,0,9,8,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/26/2016,26/02/2016,20160226,2016-02-26
2016-02-27,27,th,Saturday,7,4,58,1,9,8,2016-02-21,2016-02-27,4,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/27/2016,27/02/2016,20160227,2016-02-27
2016-02-28,28,th,Sunday,1,4,59,1,10,8,2016-02-28,2016-03-05,5,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/28/2016,28/02/2016,20160228,2016-02-28
2016-02-29,29,th,Monday,2,5,60,0,10,9,2016-02-28,2016-03-05,5,2,February,2016-02-01,2016-02-29,2016-03-01,2016-03-31,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,022016,02/29/2016,29/02/2016,20160229,2016-02-29
2016-03-01,1,st,Tuesday,3,1,61,0,10,9,2016-02-28,2016-03-05,1,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/01/2016,01/03/2016,20160301,2016-03-01
2016-03-02,2,nd,Wednesday,4,1,62,0,10,9,2016-02-28,2016-03-05,1,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/02/2016,02/03/2016,20160302,2016-03-02
2016-03-03,3,rd,Thursday,5,1,63,0,10,9,2016-02-28,2016-03-05,1,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/03/2016,03/03/2016,20160303,2016-03-03
2016-03-04,4,th,Friday,6,1,64,0,10,9,2016-02-28,2016-03-05,1,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/04/2016,04/03/2016,20160304,2016-03-04
2016-03-05,5,th,Saturday,7,1,65,1,10,9,2016-02-28,2016-03-05,1,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/05/2016,05/03/2016,20160305,2016-03-05
2016-03-06,6,th,Sunday,1,1,66,1,11,9,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/06/2016,06/03/2016,20160306,2016-03-06
2016-03-07,7,th,Monday,2,1,67,0,11,10,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/07/2016,07/03/2016,20160307,2016-03-07
2016-03-08,8,th,Tuesday,3,2,68,0,11,10,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/08/2016,08/03/2016,20160308,2016-03-08
2016-03-09,9,th,Wednesday,4,2,69,0,11,10,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/09/2016,09/03/2016,20160309,2016-03-09
2016-03-10,10,th,Thursday,5,2,70,0,11,10,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/10/2016,10/03/2016,20160310,2016-03-10
2016-03-11,11,th,Friday,6,2,71,0,11,10,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/11/2016,11/03/2016,20160311,2016-03-11
2016-03-12,12,th,Saturday,7,2,72,1,11,10,2016-03-06,2016-03-12,2,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/12/2016,12/03/2016,20160312,2016-03-12
2016-03-13,13,th,Sunday,1,2,73,1,12,10,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/13/2016,13/03/2016,20160313,2016-03-13
2016-03-14,14,th,Monday,2,2,74,0,12,11,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/14/2016,14/03/2016,20160314,2016-03-14
2016-03-15,15,th,Tuesday,3,3,75,0,12,11,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/15/2016,15/03/2016,20160315,2016-03-15
2016-03-16,16,th,Wednesday,4,3,76,0,12,11,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/16/2016,16/03/2016,20160316,2016-03-16
2016-03-17,17,th,Thursday,5,3,77,0,12,11,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/17/2016,17/03/2016,20160317,2016-03-17
2016-03-18,18,th,Friday,6,3,78,0,12,11,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/18/2016,18/03/2016,20160318,2016-03-18
2016-03-19,19,th,Saturday,7,3,79,1,12,11,2016-03-13,2016-03-19,3,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/19/2016,19/03/2016,20160319,2016-03-19
2016-03-20,20,th,Sunday,1,3,80,1,13,11,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/20/2016,20/03/2016,20160320,2016-03-20
2016-03-21,21,st,Monday,2,3,81,0,13,12,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/21/2016,21/03/2016,20160321,2016-03-21
2016-03-22,22,nd,Tuesday,3,4,82,0,13,12,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/22/2016,22/03/2016,20160322,2016-03-22
2016-03-23,23,rd,Wednesday,4,4,83,0,13,12,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/23/2016,23/03/2016,20160323,2016-03-23
2016-03-24,24,th,Thursday,5,4,84,0,13,12,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/24/2016,24/03/2016,20160324,2016-03-24
2016-03-25,25,th,Friday,6,4,85,0,13,12,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/25/2016,25/03/2016,20160325,2016-03-25
2016-03-26,26,th,Saturday,7,4,86,1,13,12,2016-03-20,2016-03-26,4,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/26/2016,26/03/2016,20160326,2016-03-26
2016-03-27,27,th,Sunday,1,4,87,1,14,12,2016-03-27,2016-04-02,5,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/27/2016,27/03/2016,20160327,2016-03-27
2016-03-28,28,th,Monday,2,4,88,0,14,13,2016-03-27,2016-04-02,5,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/28/2016,28/03/2016,20160328,2016-03-28
2016-03-29,29,th,Tuesday,3,5,89,0,14,13,2016-03-27,2016-04-02,5,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/29/2016,29/03/2016,20160329,2016-03-29
2016-03-30,30,th,Wednesday,4,5,90,0,14,13,2016-03-27,2016-04-02,5,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/30/2016,30/03/2016,20160330,2016-03-30
2016-03-31,31,st,Thursday,5,5,91,0,14,13,2016-03-27,2016-04-02,5,3,March,2016-03-01,2016-03-31,2016-04-01,2016-04-30,1,2016-01-01,2016-03-31,2016,2016,2016-01-01,2016-12-31,1,1,0,032016,03/31/2016,31/03/2016,20160331,2016-03-31
2016-04-01,1,st,Friday,6,1,92,0,14,13,2016-03-27,2016-04-02,1,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/01/2016,01/04/2016,20160401,2016-04-01
2016-04-02,2,nd,Saturday,7,1,93,1,14,13,2016-03-27,2016-04-02,1,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/02/2016,02/04/2016,20160402,2016-04-02
2016-04-03,3,rd,Sunday,1,1,94,1,15,13,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/03/2016,03/04/2016,20160403,2016-04-03
2016-04-04,4,th,Monday,2,1,95,0,15,14,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/04/2016,04/04/2016,20160404,2016-04-04
2016-04-05,5,th,Tuesday,3,1,96,0,15,14,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/05/2016,05/04/2016,20160405,2016-04-05
2016-04-06,6,th,Wednesday,4,1,97,0,15,14,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/06/2016,06/04/2016,20160406,2016-04-06
2016-04-07,7,th,Thursday,5,1,98,0,15,14,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/07/2016,07/04/2016,20160407,2016-04-07
2016-04-08,8,th,Friday,6,2,99,0,15,14,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/08/2016,08/04/2016,20160408,2016-04-08
2016-04-09,9,th,Saturday,7,2,100,1,15,14,2016-04-03,2016-04-09,2,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/09/2016,09/04/2016,20160409,2016-04-09
2016-04-10,10,th,Sunday,1,2,101,1,16,14,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/10/2016,10/04/2016,20160410,2016-04-10
2016-04-11,11,th,Monday,2,2,102,0,16,15,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/11/2016,11/04/2016,20160411,2016-04-11
2016-04-12,12,th,Tuesday,3,2,103,0,16,15,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/12/2016,12/04/2016,20160412,2016-04-12
2016-04-13,13,th,Wednesday,4,2,104,0,16,15,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/13/2016,13/04/2016,20160413,2016-04-13
2016-04-14,14,th,Thursday,5,2,105,0,16,15,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/14/2016,14/04/2016,20160414,2016-04-14
2016-04-15,15,th,Friday,6,3,106,0,16,15,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/15/2016,15/04/2016,20160415,2016-04-15
2016-04-16,16,th,Saturday,7,3,107,1,16,15,2016-04-10,2016-04-16,3,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/16/2016,16/04/2016,20160416,2016-04-16
2016-04-17,17,th,Sunday,1,3,108,1,17,15,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/17/2016,17/04/2016,20160417,2016-04-17
2016-04-18,18,th,Monday,2,3,109,0,17,16,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/18/2016,18/04/2016,20160418,2016-04-18
2016-04-19,19,th,Tuesday,3,3,110,0,17,16,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/19/2016,19/04/2016,20160419,2016-04-19
2016-04-20,20,th,Wednesday,4,3,111,0,17,16,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/20/2016,20/04/2016,20160420,2016-04-20
2016-04-21,21,st,Thursday,5,3,112,0,17,16,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/21/2016,21/04/2016,20160421,2016-04-21
2016-04-22,22,nd,Friday,6,4,113,0,17,16,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/22/2016,22/04/2016,20160422,2016-04-22
2016-04-23,23,rd,Saturday,7,4,114,1,17,16,2016-04-17,2016-04-23,4,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/23/2016,23/04/2016,20160423,2016-04-23
2016-04-24,24,th,Sunday,1,4,115,1,18,16,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/24/2016,24/04/2016,20160424,2016-04-24
2016-04-25,25,th,Monday,2,4,116,0,18,17,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/25/2016,25/04/2016,20160425,2016-04-25
2016-04-26,26,th,Tuesday,3,4,117,0,18,17,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/26/2016,26/04/2016,20160426,2016-04-26
2016-04-27,27,th,Wednesday,4,4,118,0,18,17,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/27/2016,27/04/2016,20160427,2016-04-27
2016-04-28,28,th,Thursday,5,4,119,0,18,17,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/28/2016,28/04/2016,20160428,2016-04-28
2016-04-29,29,th,Friday,6,5,120,0,18,17,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/29/2016,29/04/2016,20160429,2016-04-29
2016-04-30,30,th,Saturday,7,5,121,1,18,17,2016-04-24,2016-04-30,5,4,April,2016-04-01,2016-04-30,2016-05-01,2016-05-31,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,042016,04/30/2016,30/04/2016,20160430,2016-04-30
2016-05-01,1,st,Sunday,1,1,122,1,19,17,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/01/2016,01/05/2016,20160501,2016-05-01
2016-05-02,2,nd,Monday,2,1,123,0,19,18,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/02/2016,02/05/2016,20160502,2016-05-02
2016-05-03,3,rd,Tuesday,3,1,124,0,19,18,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/03/2016,03/05/2016,20160503,2016-05-03
2016-05-04,4,th,Wednesday,4,1,125,0,19,18,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/04/2016,04/05/2016,20160504,2016-05-04
2016-05-05,5,th,Thursday,5,1,126,0,19,18,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/05/2016,05/05/2016,20160505,2016-05-05
2016-05-06,6,th,Friday,6,1,127,0,19,18,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/06/2016,06/05/2016,20160506,2016-05-06
2016-05-07,7,th,Saturday,7,1,128,1,19,18,2016-05-01,2016-05-07,1,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/07/2016,07/05/2016,20160507,2016-05-07
2016-05-08,8,th,Sunday,1,2,129,1,20,18,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/08/2016,08/05/2016,20160508,2016-05-08
2016-05-09,9,th,Monday,2,2,130,0,20,19,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/09/2016,09/05/2016,20160509,2016-05-09
2016-05-10,10,th,Tuesday,3,2,131,0,20,19,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/10/2016,10/05/2016,20160510,2016-05-10
2016-05-11,11,th,Wednesday,4,2,132,0,20,19,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/11/2016,11/05/2016,20160511,2016-05-11
2016-05-12,12,th,Thursday,5,2,133,0,20,19,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/12/2016,12/05/2016,20160512,2016-05-12
2016-05-13,13,th,Friday,6,2,134,0,20,19,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/13/2016,13/05/2016,20160513,2016-05-13
2016-05-14,14,th,Saturday,7,2,135,1,20,19,2016-05-08,2016-05-14,2,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/14/2016,14/05/2016,20160514,2016-05-14
2016-05-15,15,th,Sunday,1,3,136,1,21,19,2016-05-15,2016-05-21,3,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/15/2016,15/05/2016,20160515,2016-05-15
2016-05-16,16,th,Monday,2,3,137,0,21,20,2016-05-15,2016-05-21,3,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/16/2016,16/05/2016,20160516,2016-05-16
2016-05-17,17,th,Tuesday,3,3,138,0,21,20,2016-05-15,2016-05-21,3,5,May,2016-05-01,2016-05-31,2016-06-01,2016-06-30,2,2016-04-01,2016-06-30,2016,2016,2016-01-01,2016-12-31,1,1,0,052016,05/17/2016,17/05/2016,20160517,2016-05-17
